content,date,location,like_count,source,total_media_shared,retweet_count,month_year,clearcontent
"The U.S. State Department (@StateDep) issues notice to American citizens in China of the recent pneumonia outbreak due to the #coronavirus, ahead of a heavy travel period in the country for the Lunar New Year. https://t.co/Ks32vCnnyk",2020-01-15,"Arlington, VA",1,Sprout Social,0,2,2020-01,the us state department statedep issues notice to american citizens in china of the recent pneumonia outbreak due to the coronavirus ahead of a heavy travel period in the country for the lunar new year
"NEW: Diagnostic detection of novel #coronavirus (2019-nCoV) by real-time RT-PCR https://t.co/7ztSAA5Qwa

Note: This protocol has not been validated by WHO.
More protocols will be posted when they become available https://t.co/h6M8G48ao6",2020-01-15,"Geneva, Switzerland",64,Twitter Web App,1,43,2020-01,new diagnostic detection of novel coronavirus 2019ncov by realtime rtpcr note this protocol has not been validated by who more protocols will be posted when they become available
"WHO, China differ as #coronavirus spills over to Thailand

https://t.co/5ikwm4NbEx https://t.co/gMA5i2vXjp",2020-01-15,India,5,Twitter Web App,1,2,2020-01,who china differ as coronavirus spills over to thailand
"US warns citizens in #China about #pneumonia #outbreak
#coronavirus #disease #health  https://t.co/hYeOCmAMwB",2020-01-15,Al Hilal - C Ring Road,0,GT_Backend,0,1,2020-01,us warns citizens in china about pneumonia outbreak coronavirus disease health
A very nice and clear explanation on the possibility of h2h transmission #coronavirus https://t.co/CekVFo9rvz via @MackayIM,2020-01-15,"Geneva, Switzerland",18,Twitter Web Client,0,12,2020-01,a very nice and clear explanation on the possibility of h2h transmission coronavirus via mackayim
".@WHO is now warning the #coronavirus, found in China, could spread around the globe. https://t.co/lcEGFJjdpL",2020-01-15,Canada,1,Twitter Web App,0,2,2020-01,who is now warning the coronavirus found in china could spread around the globe
Important Information regarding #novel #coronavirus in #Wuhan and the clinical status of those with sever disease,2020-01-15,Global Citizen ,1,Twitter for iPhone,0,0,2020-01,important information regarding novel coronavirus in wuhan and the clinical status of those with sever disease
"Protect others from getting sick:
3⃣ Avoid close contact and wash hands when you are experiencing fever and cold or flu-like symptoms 🤧. 

Seek medical care 👩🏽‍⚕️👨🏽‍⚕️ if you have a fever🤒, cough and difficulty breathing. 

#coronavirus https://t.co/8VQxsFdIJh",2020-01-15,"Geneva, Switzerland",64,Twitter Web App,1,25,2020-01,protect others from getting sick 3 avoid close contact and wash hands when you are experiencing fever and cold or flulike symptoms seek medical care if you have a fever cough and difficulty breathing coronavirus
"US warns citizens in #China against #pneumonia outbreak
#coronavirus  #Wuhan  https://t.co/nZS5DBHsEI",2020-01-15,Al Hilal - C Ring Road,0,GT_Backend,0,1,2020-01,us warns citizens in china against pneumonia outbreak coronavirus wuhan
"WHO statement on novel #coronavirus in #Thailand ➡ ""It is essential that investigations continue in #China to identify the source of this outbreak and any animal reservoirs or intermediate hosts""

📰 https://t.co/WhT5WV7XkG https://t.co/Di7dLuyoVV",2020-01-15,Barcelona,5,Hootsuite Inc.,1,7,2020-01,who statement on novel coronavirus in thailand it is essential that investigations continue in china to identify the source of this outbreak and any animal reservoirs or intermediate hosts
"@vmcorman @Virology_Bonn and Olfert Landt et al are bloody legends.
👏👏
Novel #Wuhan #coronavirus RT-rPCR assays to get in, my fellow bench rats!

""Diagnostic detection of Wuhan coronavirus 2019 by real-time RTPCR""
https://t.co/vtF43ruNuo

https://t.co/3zbSjZxB2u",2020-01-15,"Brisbane, Australia",13,TweetDeck,0,2,2020-01,vmcorman virologybonn and olfert landt et al are bloody legends novel wuhan coronavirus rtrpcr assays to get in my fellow bench rats diagnostic detection of wuhan coronavirus 2019 by realtime rtpcr
Specific real-time RT-PCRs for the novel #coronavirus developed at an amazing speed by the Drosten lab @vmcorman @virologybonn @MarionKoopmans #SARS works as positive control. Great job! https://t.co/qpRUU2ykHK,2020-01-15,"Geneva, Switzerland",13,Twitter for iPhone,0,5,2020-01,specific realtime rtpcrs for the novel coronavirus developed at an amazing speed by the drosten lab vmcorman virologybonn marionkoopmans sars works as positive control great job
#HK health officials say it’a ‘possible’ a new #coronavirus causing a #pneumonia outbreak in #Wuhan can be transmitted between humans - although there’s no “definite evidence” showing so. They’re speaking after meeting national health officials in Wuhan over the issue. https://t.co/lbgR7d6nhn,2020-01-15,Hong Kong,16,Twitter for iPhone,3,15,2020-01,hk health officials say ita possible a new coronavirus causing a pneumonia outbreak in wuhan can be transmitted between humans although theres no definite evidence showing so theyre speaking after meeting national health officials in wuhan over the issue
"A novel #coronavirus (CoV) is a new strain of coronavirus that has not been previously identified in humans. 

Here's what you can do to reduce your risk of coronavirus infection. For the latest updates on CoV, visit: https://t.co/iQulLrn3JR https://t.co/XP1P8uDOrJ",2020-01-15,"Manila, Philippines",4,Twitter for Android,1,1,2020-01,a novel coronavirus cov is a new strain of coronavirus that has not been previously identified in humans heres what you can do to reduce your risk of coronavirus infection for the latest updates on cov visit
"Authorities of China's Wuhan admit new coronavirus can transmit human-to-human

https://t.co/n7gKaiLPpe

#coronavirus https://t.co/K3EhD10nHS",2020-01-15,"Kuala Lumpur, Malaysia",2,Twitter Web App,1,4,2020-01,authorities of chinas wuhan admit new coronavirus can transmit humantohuman coronavirus
"The Chinese traveler to Thailand confirmed infected with novel #coronavirus is recovering from illness in #Wuhan, Central China's Hubei Province: #WHO https://t.co/BDbNdkkjQa https://t.co/4HxiZ5tSAH",2020-01-15,"Beijing, China",3,Buffer,1,1,2020-01,the chinese traveler to thailand confirmed infected with novel coronavirus is recovering from illness in wuhan central chinas hubei province who
"#Japan Confirms First Case of New Chinese #Coronavirus
 https://t.co/1AahUaZdqw",2020-01-16,"Brisbane, Australia",9,Twitter for Android,0,7,2020-01,japan confirms first case of new chinese coronavirus
"Local authorities in central China city of Wuhan say 69-year-old man has died of pneumonia caused by new #coronavirus in 2nd death linked to the virus

https://t.co/4IWgHFtJMk",2020-01-16,"Tokyo, Japan",0,TweetDeck,0,2,2020-01,local authorities in central china city of wuhan say 69yearold man has died of pneumonia caused by new coronavirus in 2nd death linked to the virus
Japan confirms first case of infection with new China #coronavirus https://t.co/GFaS3Tlea2 https://t.co/Lu0ZEK48Lw,2020-01-16,"ÜT: 50.953278,-113.978785",0,Echobox,1,0,2020-01,japan confirms first case of infection with new china coronavirus
"How long until #coronavirus hits the US? 

The WHO has issued a warning after 'mysterious' illness spreads from China to Japan as waves of tourists are set to travel for Chinese New Year. 

The virus has killed two and sickened at least 41 people. 

https://t.co/00fNPbKw48",2020-01-16,Everywhere,1,Twitter Web App,0,2,2020-01,how long until coronavirus hits the us the who has issued a warning after mysterious illness spreads from china to japan as waves of tourists are set to travel for chinese new year the virus has killed two and sickened at least 41 people
"In response to the 2019 novel #coronavirus (#2019-nCoV), @CDCgov is working to develop a test to detect the virus which will be shared with public health partners here and abroad. https://t.co/Bc2YMcVRv6 https://t.co/VqS1kHBaKL",2020-01-16,"Atlanta, GA",12,Sprout Social,1,18,2020-01,in response to the 2019 novel coronavirus 2019ncov cdcgov is working to develop a test to detect the virus which will be shared with public health partners here and abroad
WHO encourages all countries to continue preparedness activities on the novel #coronavirus (2019-nCoV),2020-01-16,"Geneva, Switzerland",123,Twitter for iPhone,0,94,2020-01,who encourages all countries to continue preparedness activities on the novel coronavirus 2019ncov
Novel #coronavirus in Wuhan-full IJID editorial available here: https://t.co/sIBNVOCJuQ @ISID_org,2020-01-16,"Morgantown, WV",20,Twitter for iPhone,0,12,2020-01,novel coronavirus in wuhanfull ijid editorial available here isidorg
"Not enough is known about the novel #coronavirus (2019-nCoV) to draw definitive conclusions about how it is transmitted, clinical features of disease, or the extent to which it has spread.
The source also remains unknown https://t.co/HjUq9bKBRu https://t.co/jgKHYFc8Cm",2020-01-16,"Geneva, Switzerland",168,Twitter for iPhone,1,154,2020-01,not enough is known about the novel coronavirus 2019ncov to draw definitive conclusions about how it is transmitted clinical features of disease or the extent to which it has spread the source also remains unknown
"This is the second confirmed case of the novel #coronavirus (2019-nCoV) that has been detected outside of #China🇨🇳, following confirmation of a case in #Thailand 🇹🇭.
Considering global travel patterns, additional cases in other countries are likely https://t.co/HjUq9bKBRu https://t.co/OL3NpF5KSp",2020-01-16,"Geneva, Switzerland",182,Twitter for iPhone,1,195,2020-01,this is the second confirmed case of the novel coronavirus 2019ncov that has been detected outside of china following confirmation of a case in thailand considering global travel patterns additional cases in other countries are likely
"The 🇯🇵Japanese Ministry of Health, Labour and Welfare @MHLWitter, today informed WHO of a confirmed case of a novel #coronavirus (2019-nCoV) in a person who travelled to #Wuhan, #China🇨🇳
https://t.co/HjUq9bKBRu https://t.co/DCH8T3DaMm",2020-01-16,"Geneva, Switzerland",467,Twitter for iPhone,1,457,2020-01,the japanese ministry of health labour and welfare mhlwitter today informed who of a confirmed case of a novel coronavirus 2019ncov in a person who travelled to wuhan china
